-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
0,0136250000000001
0,108724999999992
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,0689249999999965
-0,0689249999999965
0,13147499999999
0,173324999999985
-0,0782749999999955
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,0689249999999965
-0,0689249999999965
0,0782749999999955
0,100974999999993
0,100974999999993
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,0689249999999965
-0,0265750000000005
0,0782749999999955
0,0270750000000005
0,141274999999989
0,0607749999999974
-0,133124999999989
-0,173324999999985
-0,173324999999985
-0,0265750000000005
0,101024999999993
-0,00337499999999999
-0,0152750000000002
-0,0782749999999955
-0,0591249999999976
-0,045724999999999
-0,0684749999999965
-0,173324999999985
-0,173324999999985
-0,0663249999999968
0,13147499999999
0,13097499999999
0,13097499999999
-0,0684749999999965
-0,0363250000000001
-0,00387499999999999
-0,0261250000000005
-0,173324999999985
-0,173324999999985
-0,142874999999988
-0,100524999999993
-0,0586749999999976
0,0380249999999999
-0,00597499999999998
-0,0607749999999974
0,0586249999999976
-0,0261250000000005
-0,108674999999992
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,100524999999993
-0,0266250000000005
0,0684749999999965
0,108674999999992
-0,0907749999999941
-0,0261250000000005
-0,108674999999992
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
0,0684749999999965
0,0684749999999965
0,0363250000000001
0,00427499999999999
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,173324999999985
-0,0265750000000005
0,0152750000000002
